Serial Number,MY59420041,
Model Number,U1272A,
Remark,-,
Date Time,3/10/2021 2:06:20 PM
Record,Time,Function,Reading,Range,Unit
374,3/10/2021 12:31:51.158,Temperature {NONE},87.7, °C,°C
375,3/10/2021 12:31:52.160,Temperature {NONE},87.7, °C,°C
376,3/10/2021 12:31:53.161,Temperature {NONE},87.7, °C,°C
377,3/10/2021 12:31:54.163,Temperature {NONE},87.6, °C,°C
378,3/10/2021 12:31:55.163,Temperature {NONE},87.6, °C,°C
379,3/10/2021 12:31:56.164,Temperature {NONE},87.6, °C,°C
380,3/10/2021 12:31:57.166,Temperature {NONE},87.5, °C,°C
381,3/10/2021 12:31:58.167,Temperature {NONE},87.4, °C,°C
382,3/10/2021 12:31:59.168,Temperature {NONE},87.5, °C,°C
383,3/10/2021 12:32:00.169,Temperature {NONE},87.5, °C,°C
384,3/10/2021 12:32:01.170,Temperature {NONE},87.5, °C,°C
385,3/10/2021 12:32:02.171,Temperature {NONE},87.7, °C,°C
386,3/10/2021 12:32:03.171,Temperature {NONE},87.7, °C,°C
387,3/10/2021 12:32:04.172,Temperature {NONE},87.6, °C,°C
388,3/10/2021 12:32:05.173,Temperature {NONE},87.6, °C,°C
389,3/10/2021 12:32:06.173,Temperature {NONE},87.6, °C,°C
390,3/10/2021 12:32:07.175,Temperature {NONE},87.6, °C,°C
391,3/10/2021 12:32:08.176,Temperature {NONE},87.6, °C,°C
392,3/10/2021 12:32:09.176,Temperature {NONE},87.5, °C,°C
393,3/10/2021 12:32:10.177,Temperature {NONE},87.5, °C,°C
394,3/10/2021 12:32:11.177,Temperature {NONE},87.5, °C,°C
395,3/10/2021 12:32:12.178,Temperature {NONE},87.5, °C,°C
396,3/10/2021 12:32:13.179,Temperature {NONE},87.5, °C,°C
397,3/10/2021 12:32:14.181,Temperature {NONE},87.4, °C,°C
398,3/10/2021 12:32:15.182,Temperature {NONE},87.4, °C,°C
399,3/10/2021 12:32:16.182,Temperature {NONE},87.3, °C,°C
400,3/10/2021 12:32:17.183,Temperature {NONE},87.3, °C,°C
401,3/10/2021 12:32:18.185,Temperature {NONE},87.3, °C,°C
402,3/10/2021 12:32:19.186,Temperature {NONE},87.3, °C,°C
403,3/10/2021 12:32:20.188,Temperature {NONE},87.3, °C,°C
404,3/10/2021 12:32:21.189,Temperature {NONE},87.3, °C,°C
405,3/10/2021 12:32:22.191,Temperature {NONE},87.3, °C,°C
406,3/10/2021 12:32:23.192,Temperature {NONE},87.2, °C,°C
407,3/10/2021 12:32:24.193,Temperature {NONE},87.2, °C,°C
408,3/10/2021 12:32:25.194,Temperature {NONE},87.2, °C,°C
409,3/10/2021 12:32:26.194,Temperature {NONE},87.2, °C,°C
410,3/10/2021 12:32:27.195,Temperature {NONE},87.2, °C,°C
411,3/10/2021 12:32:28.197,Temperature {NONE},87.2, °C,°C
412,3/10/2021 12:32:29.198,Temperature {NONE},87.2, °C,°C
413,3/10/2021 12:32:30.200,Temperature {NONE},87.1, °C,°C
414,3/10/2021 12:32:31.201,Temperature {NONE},87.0, °C,°C
415,3/10/2021 12:32:32.202,Temperature {NONE},86.8, °C,°C
416,3/10/2021 12:32:33.202,Temperature {NONE},86.7, °C,°C
417,3/10/2021 12:32:34.204,Temperature {NONE},86.7, °C,°C
418,3/10/2021 12:32:35.204,Temperature {NONE},86.8, °C,°C
419,3/10/2021 12:32:36.205,Temperature {NONE},86.8, °C,°C
420,3/10/2021 12:32:37.207,Temperature {NONE},86.8, °C,°C
421,3/10/2021 12:32:38.209,Temperature {NONE},86.8, °C,°C
422,3/10/2021 12:32:39.210,Temperature {NONE},86.9, °C,°C
423,3/10/2021 12:32:40.211,Temperature {NONE},86.9, °C,°C
424,3/10/2021 12:32:41.212,Temperature {NONE},86.9, °C,°C
425,3/10/2021 12:32:42.213,Temperature {NONE},86.9, °C,°C
426,3/10/2021 12:32:43.214,Temperature {NONE},86.8, °C,°C
427,3/10/2021 12:32:44.215,Temperature {NONE},76.8, °C,°C
428,3/10/2021 12:44:49.380,Temperature {NONE},76.7, °C,°C
429,3/10/2021 12:44:50.382,Temperature {NONE},76.7, °C,°C
430,3/10/2021 12:44:51.382,Temperature {NONE},76.8, °C,°C
431,3/10/2021 12:44:52.393,Temperature {NONE},76.8, °C,°C
432,3/10/2021 12:44:53.395,Temperature {NONE},76.8, °C,°C
433,3/10/2021 12:44:54.396,Temperature {NONE},76.8, °C,°C
434,3/10/2021 12:44:55.397,Temperature {NONE},76.8, °C,°C
435,3/10/2021 12:44:56.399,Temperature {NONE},76.7, °C,°C
436,3/10/2021 12:44:57.399,Temperature {NONE},76.7, °C,°C
437,3/10/2021 12:44:58.401,Temperature {NONE},76.7, °C,°C
438,3/10/2021 12:44:59.401,Temperature {NONE},76.7, °C,°C
439,3/10/2021 12:45:00.402,Temperature {NONE},76.7, °C,°C
440,3/10/2021 12:45:01.403,Temperature {NONE},76.7, °C,°C
441,3/10/2021 12:45:02.404,Temperature {NONE},76.6, °C,°C
442,3/10/2021 12:45:03.406,Temperature {NONE},76.6, °C,°C
443,3/10/2021 12:45:04.406,Temperature {NONE},76.5, °C,°C
444,3/10/2021 12:45:05.407,Temperature {NONE},76.4, °C,°C
445,3/10/2021 12:45:06.408,Temperature {NONE},76.4, °C,°C
446,3/10/2021 12:45:07.409,Temperature {NONE},76.3, °C,°C
447,3/10/2021 12:45:08.410,Temperature {NONE},76.4, °C,°C
448,3/10/2021 12:45:09.412,Temperature {NONE},76.4, °C,°C
449,3/10/2021 12:45:10.413,Temperature {NONE},76.4, °C,°C
450,3/10/2021 12:45:11.414,Temperature {NONE},76.4, °C,°C
451,3/10/2021 12:45:12.415,Temperature {NONE},76.4, °C,°C
452,3/10/2021 12:45:13.416,Temperature {NONE},76.4, °C,°C
453,3/10/2021 12:45:14.417,Temperature {NONE},76.4, °C,°C
454,3/10/2021 12:45:15.417,Temperature {NONE},76.3, °C,°C
455,3/10/2021 12:45:16.418,Temperature {NONE},76.3, °C,°C
456,3/10/2021 12:45:17.419,Temperature {NONE},76.2, °C,°C
457,3/10/2021 12:45:18.420,Temperature {NONE},76.2, °C,°C
458,3/10/2021 12:45:19.420,Temperature {NONE},76.2, °C,°C
459,3/10/2021 12:45:20.421,Temperature {NONE},76.2, °C,°C
460,3/10/2021 12:45:21.422,Temperature {NONE},76.1, °C,°C
461,3/10/2021 12:45:22.424,Temperature {NONE},76.2, °C,°C
462,3/10/2021 12:45:23.425,Temperature {NONE},76.2, °C,°C
463,3/10/2021 12:45:24.426,Temperature {NONE},76.3, °C,°C
464,3/10/2021 12:45:25.427,Temperature {NONE},76.3, °C,°C
465,3/10/2021 12:45:26.429,Temperature {NONE},76.3, °C,°C
466,3/10/2021 12:45:27.430,Temperature {NONE},76.3, °C,°C
467,3/10/2021 12:45:28.431,Temperature {NONE},76.2, °C,°C
468,3/10/2021 12:45:29.431,Temperature {NONE},76.2, °C,°C
469,3/10/2021 12:45:30.432,Temperature {NONE},76.3, °C,°C
470,3/10/2021 12:45:31.432,Temperature {NONE},76.2, °C,°C
471,3/10/2021 12:45:32.433,Temperature {NONE},76.2, °C,°C
472,3/10/2021 12:45:33.433,Temperature {NONE},76.2, °C,°C
473,3/10/2021 12:45:34.433,Temperature {NONE},76.2, °C,°C
474,3/10/2021 12:45:35.434,Temperature {NONE},76.2, °C,°C
475,3/10/2021 12:45:36.435,Temperature {NONE},76.2, °C,°C
476,3/10/2021 12:45:37.437,Temperature {NONE},76.2, °C,°C
477,3/10/2021 12:45:38.438,Temperature {NONE},76.2, °C,°C
478,3/10/2021 12:45:39.439,Temperature {NONE},76.2, °C,°C
479,3/10/2021 12:45:40.440,Temperature {NONE},76.2, °C,°C
480,3/10/2021 12:45:41.441,Temperature {NONE},76.2, °C,°C
481,3/10/2021 12:45:42.442,Temperature {NONE},76.2, °C,°C
482,3/10/2021 12:45:43.443,Temperature {NONE},76.2, °C,°C
483,3/10/2021 12:45:44.444,Temperature {NONE},76.2, °C,°C
484,3/10/2021 12:45:45.445,Temperature {NONE},76.1, °C,°C
485,3/10/2021 12:45:46.446,Temperature {NONE},76.1, °C,°C
486,3/10/2021 12:45:47.447,Temperature {NONE},76.1, °C,°C
487,3/10/2021 12:45:48.448,Temperature {NONE},76.0, °C,°C
488,3/10/2021 12:45:49.449,Temperature {NONE},76.0, °C,°C
489,3/10/2021 12:45:50.450,Temperature {NONE},76.0, °C,°C
490,3/10/2021 12:45:51.451,Temperature {NONE},76.0, °C,°C
491,3/10/2021 12:45:52.452,Temperature {NONE},76.0, °C,°C
492,3/10/2021 12:45:53.452,Temperature {NONE},76.0, °C,°C
493,3/10/2021 12:45:54.453,Temperature {NONE},76.0, °C,°C
494,3/10/2021 12:45:55.454,Temperature {NONE},76.0, °C,°C
495,3/10/2021 12:45:56.455,Temperature {NONE},76.0, °C,°C
496,3/10/2021 12:45:57.455,Temperature {NONE},76.0, °C,°C
497,3/10/2021 12:45:58.456,Temperature {NONE},76.0, °C,°C
498,3/10/2021 12:45:59.457,Temperature {NONE},76.0, °C,°C
499,3/10/2021 12:46:00.457,Temperature {NONE},76.0, °C,°C
500,3/10/2021 12:46:01.459,Temperature {NONE},76.0, °C,°C
501,3/10/2021 12:46:02.460,Temperature {NONE},76.0, °C,°C
502,3/10/2021 12:46:03.461,Temperature {NONE},76.0, °C,°C
503,3/10/2021 12:46:04.462,Temperature {NONE},75.9, °C,°C
504,3/10/2021 12:46:05.464,Temperature {NONE},75.9, °C,°C
505,3/10/2021 12:46:06.465,Temperature {NONE},75.9, °C,°C
506,3/10/2021 12:46:07.465,Temperature {NONE},76.0, °C,°C
507,3/10/2021 12:46:08.467,Temperature {NONE},76.0, °C,°C
508,3/10/2021 12:46:09.469,Temperature {NONE},75.9, °C,°C
509,3/10/2021 12:46:10.469,Temperature {NONE},76.0, °C,°C
510,3/10/2021 12:46:11.470,Temperature {NONE},75.9, °C,°C
511,3/10/2021 12:46:12.471,Temperature {NONE},76.0, °C,°C
512,3/10/2021 12:46:13.472,Temperature {NONE},75.9, °C,°C
513,3/10/2021 12:46:14.473,Temperature {NONE},75.8, °C,°C
514,3/10/2021 12:46:15.475,Temperature {NONE},75.8, °C,°C
515,3/10/2021 12:46:16.476,Temperature {NONE},75.8, °C,°C
516,3/10/2021 12:46:17.477,Temperature {NONE},75.7, °C,°C
517,3/10/2021 12:46:18.477,Temperature {NONE},75.7, °C,°C
518,3/10/2021 12:46:19.478,Temperature {NONE},75.6, °C,°C
519,3/10/2021 12:46:20.480,Temperature {NONE},75.6, °C,°C
520,3/10/2021 12:46:21.480,Temperature {NONE},75.5, °C,°C
521,3/10/2021 12:46:22.481,Temperature {NONE},75.5, °C,°C
522,3/10/2021 12:46:23.482,Temperature {NONE},75.5, °C,°C
523,3/10/2021 12:46:24.483,Temperature {NONE},75.5, °C,°C
524,3/10/2021 12:46:25.484,Temperature {NONE},75.5, °C,°C
525,3/10/2021 12:46:26.485,Temperature {NONE},75.5, °C,°C
526,3/10/2021 12:46:27.486,Temperature {NONE},75.6, °C,°C
527,3/10/2021 12:46:28.488,Temperature {NONE},75.6, °C,°C
528,3/10/2021 12:46:29.488,Temperature {NONE},75.6, °C,°C
529,3/10/2021 12:46:30.489,Temperature {NONE},75.6, °C,°C
530,3/10/2021 12:46:31.490,Temperature {NONE},75.6, °C,°C
531,3/10/2021 12:46:32.492,Temperature {NONE},75.6, °C,°C
532,3/10/2021 12:46:33.494,Temperature {NONE},75.6, °C,°C
533,3/10/2021 12:46:34.494,Temperature {NONE},75.6, °C,°C
534,3/10/2021 12:46:35.495,Temperature {NONE},75.6, °C,°C
535,3/10/2021 12:46:36.496,Temperature {NONE},75.6, °C,°C
536,3/10/2021 12:46:37.496,Temperature {NONE},75.6, °C,°C
537,3/10/2021 12:46:38.497,Temperature {NONE},75.6, °C,°C
538,3/10/2021 12:46:39.498,Temperature {NONE},75.6, °C,°C
539,3/10/2021 12:46:40.500,Temperature {NONE},75.6, °C,°C
540,3/10/2021 12:46:41.501,Temperature {NONE},75.6, °C,°C
541,3/10/2021 12:46:42.502,Temperature {NONE},75.6, °C,°C
542,3/10/2021 12:46:43.504,Temperature {NONE},75.5, °C,°C
543,3/10/2021 12:46:44.504,Temperature {NONE},75.5, °C,°C
544,3/10/2021 12:46:45.505,Temperature {NONE},75.5, °C,°C
545,3/10/2021 12:46:46.506,Temperature {NONE},75.5, °C,°C
546,3/10/2021 12:46:47.507,Temperature {NONE},75.5, °C,°C
547,3/10/2021 12:46:48.509,Temperature {NONE},75.5, °C,°C
548,3/10/2021 12:46:49.510,Temperature {NONE},75.5, °C,°C
549,3/10/2021 12:46:50.511,Temperature {NONE},75.4, °C,°C
550,3/10/2021 12:46:51.512,Temperature {NONE},75.4, °C,°C
551,3/10/2021 12:46:52.512,Temperature {NONE},75.5, °C,°C
552,3/10/2021 12:46:53.514,Temperature {NONE},75.4, °C,°C
553,3/10/2021 12:46:54.515,Temperature {NONE},75.5, °C,°C
554,3/10/2021 12:46:55.516,Temperature {NONE},75.5, °C,°C
555,3/10/2021 12:46:56.517,Temperature {NONE},75.4, °C,°C
556,3/10/2021 12:46:57.518,Temperature {NONE},75.4, °C,°C
557,3/10/2021 12:46:58.519,Temperature {NONE},75.4, °C,°C
558,3/10/2021 12:46:59.520,Temperature {NONE},75.3, °C,°C
559,3/10/2021 12:47:00.522,Temperature {NONE},75.3, °C,°C
560,3/10/2021 12:47:01.523,Temperature {NONE},75.3, °C,°C
561,3/10/2021 12:47:02.524,Temperature {NONE},75.3, °C,°C
562,3/10/2021 12:47:03.526,Temperature {NONE},75.3, °C,°C
563,3/10/2021 12:47:04.529,Temperature {NONE},75.3, °C,°C
564,3/10/2021 12:47:05.530,Temperature {NONE},75.3, °C,°C
565,3/10/2021 12:47:06.532,Temperature {NONE},75.3, °C,°C
566,3/10/2021 12:47:07.532,Temperature {NONE},75.3, °C,°C
567,3/10/2021 12:47:08.534,Temperature {NONE},75.3, °C,°C
568,3/10/2021 12:47:09.535,Temperature {NONE},75.3, °C,°C
569,3/10/2021 12:47:10.536,Temperature {NONE},75.3, °C,°C
570,3/10/2021 12:47:11.537,Temperature {NONE},75.3, °C,°C
571,3/10/2021 12:47:12.538,Temperature {NONE},75.3, °C,°C
572,3/10/2021 12:47:13.538,Temperature {NONE},75.2, °C,°C
573,3/10/2021 12:47:14.539,Temperature {NONE},75.2, °C,°C
574,3/10/2021 12:47:15.540,Temperature {NONE},75.2, °C,°C
575,3/10/2021 12:47:16.541,Temperature {NONE},75.2, °C,°C
576,3/10/2021 12:47:17.542,Temperature {NONE},75.2, °C,°C
577,3/10/2021 12:47:18.543,Temperature {NONE},75.2, °C,°C
578,3/10/2021 12:47:19.544,Temperature {NONE},75.2, °C,°C
579,3/10/2021 12:47:20.544,Temperature {NONE},75.2, °C,°C
580,3/10/2021 12:47:21.546,Temperature {NONE},75.1, °C,°C
581,3/10/2021 12:47:22.546,Temperature {NONE},75.1, °C,°C
582,3/10/2021 12:47:23.547,Temperature {NONE},75.0, °C,°C
583,3/10/2021 12:47:24.548,Temperature {NONE},75.0, °C,°C
584,3/10/2021 12:47:25.549,Temperature {NONE},75.1, °C,°C
585,3/10/2021 12:47:26.550,Temperature {NONE},75.1, °C,°C
586,3/10/2021 12:47:27.551,Temperature {NONE},75.0, °C,°C
587,3/10/2021 12:47:28.552,Temperature {NONE},75.0, °C,°C
588,3/10/2021 12:47:29.553,Temperature {NONE},74.9, °C,°C
589,3/10/2021 12:47:30.555,Temperature {NONE},75.0, °C,°C
590,3/10/2021 12:47:31.556,Temperature {NONE},75.0, °C,°C
591,3/10/2021 12:47:32.557,Temperature {NONE},75.0, °C,°C
592,3/10/2021 12:47:33.558,Temperature {NONE},75.0, °C,°C
593,3/10/2021 12:47:34.559,Temperature {NONE},75.0, °C,°C
594,3/10/2021 12:47:35.560,Temperature {NONE},75.0, °C,°C
595,3/10/2021 12:47:36.560,Temperature {NONE},75.0, °C,°C
596,3/10/2021 12:47:37.561,Temperature {NONE},75.1, °C,°C
597,3/10/2021 12:47:38.562,Temperature {NONE},75.1, °C,°C
598,3/10/2021 12:47:39.563,Temperature {NONE},75.0, °C,°C
599,3/10/2021 12:47:40.565,Temperature {NONE},75.0, °C,°C
600,3/10/2021 12:47:41.566,Temperature {NONE},75.0, °C,°C
601,3/10/2021 12:47:42.567,Temperature {NONE},74.9, °C,°C
602,3/10/2021 12:47:43.569,Temperature {NONE},74.9, °C,°C
603,3/10/2021 12:47:44.570,Temperature {NONE},74.8, °C,°C
604,3/10/2021 12:47:45.570,Temperature {NONE},74.7, °C,°C
605,3/10/2021 12:47:46.572,Temperature {NONE},74.7, °C,°C
606,3/10/2021 12:47:47.573,Temperature {NONE},74.7, °C,°C
607,3/10/2021 12:47:48.574,Temperature {NONE},74.6, °C,°C
608,3/10/2021 12:47:49.576,Temperature {NONE},74.5, °C,°C
609,3/10/2021 12:47:50.576,Temperature {NONE},74.5, °C,°C
610,3/10/2021 12:47:51.577,Temperature {NONE},74.5, °C,°C
611,3/10/2021 12:47:52.577,Temperature {NONE},74.5, °C,°C
612,3/10/2021 12:47:53.578,Temperature {NONE},74.4, °C,°C
613,3/10/2021 12:47:54.578,Temperature {NONE},74.5, °C,°C
614,3/10/2021 12:47:55.579,Temperature {NONE},74.5, °C,°C
615,3/10/2021 12:47:56.580,Temperature {NONE},74.5, °C,°C
616,3/10/2021 12:47:57.581,Temperature {NONE},74.5, °C,°C
617,3/10/2021 12:47:58.582,Temperature {NONE},74.5, °C,°C
618,3/10/2021 12:47:59.583,Temperature {NONE},74.5, °C,°C
619,3/10/2021 12:48:00.585,Temperature {NONE},74.5, °C,°C
620,3/10/2021 12:48:01.585,Temperature {NONE},74.6, °C,°C
621,3/10/2021 12:48:02.586,Temperature {NONE},74.6, °C,°C
622,3/10/2021 12:48:03.587,Temperature {NONE},74.6, °C,°C
623,3/10/2021 12:48:04.588,Temperature {NONE},74.6, °C,°C
624,3/10/2021 12:48:05.589,Temperature {NONE},74.5, °C,°C
625,3/10/2021 12:48:06.590,Temperature {NONE},74.5, °C,°C
626,3/10/2021 12:48:07.591,Temperature {NONE},74.5, °C,°C
627,3/10/2021 12:48:08.592,Temperature {NONE},74.5, °C,°C
628,3/10/2021 12:48:09.593,Temperature {NONE},74.5, °C,°C
629,3/10/2021 12:48:10.594,Temperature {NONE},74.6, °C,°C
630,3/10/2021 12:48:11.595,Temperature {NONE},74.5, °C,°C
631,3/10/2021 12:48:12.597,Temperature {NONE},74.4, °C,°C
632,3/10/2021 12:48:13.597,Temperature {NONE},74.4, °C,°C
633,3/10/2021 12:48:14.599,Temperature {NONE},74.4, °C,°C
634,3/10/2021 12:48:15.600,Temperature {NONE},74.4, °C,°C
635,3/10/2021 12:48:16.602,Temperature {NONE},74.4, °C,°C
636,3/10/2021 12:48:17.604,Temperature {NONE},74.4, °C,°C
637,3/10/2021 12:48:18.605,Temperature {NONE},74.4, °C,°C
638,3/10/2021 12:48:19.606,Temperature {NONE},74.4, °C,°C
639,3/10/2021 12:48:20.608,Temperature {NONE},74.4, °C,°C
640,3/10/2021 12:48:21.609,Temperature {NONE},74.4, °C,°C
641,3/10/2021 12:48:22.610,Temperature {NONE},74.4, °C,°C
642,3/10/2021 12:48:23.611,Temperature {NONE},74.3, °C,°C
643,3/10/2021 12:48:24.612,Temperature {NONE},74.4, °C,°C
644,3/10/2021 12:48:25.614,Temperature {NONE},74.3, °C,°C
645,3/10/2021 12:48:26.614,Temperature {NONE},74.4, °C,°C
646,3/10/2021 12:48:27.615,Temperature {NONE},74.4, °C,°C
647,3/10/2021 12:48:28.616,Temperature {NONE},74.3, °C,°C
648,3/10/2021 12:48:29.618,Temperature {NONE},74.3, °C,°C
649,3/10/2021 12:48:30.619,Temperature {NONE},74.3, °C,°C
650,3/10/2021 12:48:31.620,Temperature {NONE},74.3, °C,°C
651,3/10/2021 12:48:32.622,Temperature {NONE},74.3, °C,°C
652,3/10/2021 12:48:33.622,Temperature {NONE},74.3, °C,°C
653,3/10/2021 12:48:34.622,Temperature {NONE},74.3, °C,°C
654,3/10/2021 12:48:35.624,Temperature {NONE},74.3, °C,°C
655,3/10/2021 12:48:36.625,Temperature {NONE},74.3, °C,°C
656,3/10/2021 12:48:37.626,Temperature {NONE},74.3, °C,°C
657,3/10/2021 12:48:38.627,Temperature {NONE},74.2, °C,°C
658,3/10/2021 12:48:39.629,Temperature {NONE},74.2, °C,°C
659,3/10/2021 12:48:40.630,Temperature {NONE},74.2, °C,°C
660,3/10/2021 12:48:41.632,Temperature {NONE},74.2, °C,°C
661,3/10/2021 12:48:42.632,Temperature {NONE},74.1, °C,°C
662,3/10/2021 12:48:43.632,Temperature {NONE},74.0, °C,°C
663,3/10/2021 12:48:44.634,Temperature {NONE},74.0, °C,°C
664,3/10/2021 12:48:45.635,Temperature {NONE},74.0, °C,°C
665,3/10/2021 12:48:46.636,Temperature {NONE},73.9, °C,°C
666,3/10/2021 12:48:47.637,Temperature {NONE},73.9, °C,°C
667,3/10/2021 12:48:48.638,Temperature {NONE},73.9, °C,°C
668,3/10/2021 12:48:49.638,Temperature {NONE},73.9, °C,°C
669,3/10/2021 12:48:50.638,Temperature {NONE},74.0, °C,°C
670,3/10/2021 12:48:51.640,Temperature {NONE},74.0, °C,°C
671,3/10/2021 12:48:52.641,Temperature {NONE},74.0, °C,°C
672,3/10/2021 12:48:53.642,Temperature {NONE},74.0, °C,°C
673,3/10/2021 12:48:54.643,Temperature {NONE},74.0, °C,°C
674,3/10/2021 12:48:55.644,Temperature {NONE},74.0, °C,°C
675,3/10/2021 12:48:56.645,Temperature {NONE},74.1, °C,°C
676,3/10/2021 12:48:57.646,Temperature {NONE},74.1, °C,°C
677,3/10/2021 12:48:58.647,Temperature {NONE},74.1, °C,°C
678,3/10/2021 12:48:59.648,Temperature {NONE},74.1, °C,°C
679,3/10/2021 12:49:00.650,Temperature {NONE},74.1, °C,°C
680,3/10/2021 12:49:01.650,Temperature {NONE},74.1, °C,°C
681,3/10/2021 12:49:02.651,Temperature {NONE},74.1, °C,°C
682,3/10/2021 12:49:03.652,Temperature {NONE},74.1, °C,°C
683,3/10/2021 12:49:04.653,Temperature {NONE},74.0, °C,°C
684,3/10/2021 12:49:05.654,Temperature {NONE},74.0, °C,°C
685,3/10/2021 12:49:06.656,Temperature {NONE},73.9, °C,°C
686,3/10/2021 12:49:07.656,Temperature {NONE},73.9, °C,°C
687,3/10/2021 12:49:08.657,Temperature {NONE},73.9, °C,°C
688,3/10/2021 12:49:09.658,Temperature {NONE},73.8, °C,°C
689,3/10/2021 12:49:10.659,Temperature {NONE},73.8, °C,°C
690,3/10/2021 12:49:11.661,Temperature {NONE},73.8, °C,°C
691,3/10/2021 12:49:12.662,Temperature {NONE},73.8, °C,°C
692,3/10/2021 12:49:13.662,Temperature {NONE},73.8, °C,°C
693,3/10/2021 12:49:14.664,Temperature {NONE},73.9, °C,°C
694,3/10/2021 12:49:15.665,Temperature {NONE},73.9, °C,°C
695,3/10/2021 12:49:16.666,Temperature {NONE},73.9, °C,°C
696,3/10/2021 12:49:17.668,Temperature {NONE},73.8, °C,°C
697,3/10/2021 12:49:18.669,Temperature {NONE},73.8, °C,°C
698,3/10/2021 12:49:19.670,Temperature {NONE},73.8, °C,°C
699,3/10/2021 12:49:20.672,Temperature {NONE},73.8, °C,°C
700,3/10/2021 12:49:21.673,Temperature {NONE},73.8, °C,°C
701,3/10/2021 12:49:22.674,Temperature {NONE},73.8, °C,°C
702,3/10/2021 12:49:23.676,Temperature {NONE},73.8, °C,°C
703,3/10/2021 12:49:24.676,Temperature {NONE},73.8, °C,°C
704,3/10/2021 12:49:25.677,Temperature {NONE},73.7, °C,°C
705,3/10/2021 12:49:26.679,Temperature {NONE},73.7, °C,°C
706,3/10/2021 12:49:27.680,Temperature {NONE},73.6, °C,°C
707,3/10/2021 12:49:28.681,Temperature {NONE},73.6, °C,°C
708,3/10/2021 12:49:29.682,Temperature {NONE},73.5, °C,°C
709,3/10/2021 12:49:30.683,Temperature {NONE},73.5, °C,°C
710,3/10/2021 12:49:31.684,Temperature {NONE},73.5, °C,°C
711,3/10/2021 12:49:32.686,Temperature {NONE},73.5, °C,°C
712,3/10/2021 12:49:33.687,Temperature {NONE},73.5, °C,°C
713,3/10/2021 12:49:34.688,Temperature {NONE},73.6, °C,°C
714,3/10/2021 12:49:35.690,Temperature {NONE},73.6, °C,°C
715,3/10/2021 12:49:36.691,Temperature {NONE},73.7, °C,°C
716,3/10/2021 12:49:37.691,Temperature {NONE},73.7, °C,°C
717,3/10/2021 12:49:38.693,Temperature {NONE},73.6, °C,°C
718,3/10/2021 12:49:39.694,Temperature {NONE},73.6, °C,°C
719,3/10/2021 12:49:40.695,Temperature {NONE},73.5, °C,°C
720,3/10/2021 12:49:41.697,Temperature {NONE},73.5, °C,°C
721,3/10/2021 12:49:42.698,Temperature {NONE},73.5, °C,°C
722,3/10/2021 12:49:43.699,Temperature {NONE},73.5, °C,°C
723,3/10/2021 12:49:44.700,Temperature {NONE},73.5, °C,°C
724,3/10/2021 12:49:45.701,Temperature {NONE},73.5, °C,°C
725,3/10/2021 12:49:46.701,Temperature {NONE},73.4, °C,°C
726,3/10/2021 12:49:47.702,Temperature {NONE},73.3, °C,°C
727,3/10/2021 12:49:48.704,Temperature {NONE},73.3, °C,°C
728,3/10/2021 12:49:49.705,Temperature {NONE},73.3, °C,°C
729,3/10/2021 12:49:50.706,Temperature {NONE},73.4, °C,°C
730,3/10/2021 12:49:51.707,Temperature {NONE},73.3, °C,°C
731,3/10/2021 12:49:52.708,Temperature {NONE},73.3, °C,°C
732,3/10/2021 12:49:53.710,Temperature {NONE},73.3, °C,°C
733,3/10/2021 12:49:54.710,Temperature {NONE},73.3, °C,°C
734,3/10/2021 12:49:55.712,Temperature {NONE},73.4, °C,°C
735,3/10/2021 12:49:56.713,Temperature {NONE},73.4, °C,°C
736,3/10/2021 12:49:57.714,Temperature {NONE},73.4, °C,°C
737,3/10/2021 12:49:58.716,Temperature {NONE},73.4, °C,°C
738,3/10/2021 12:49:59.717,Temperature {NONE},73.4, °C,°C
739,3/10/2021 12:50:00.718,Temperature {NONE},73.4, °C,°C
740,3/10/2021 12:50:01.719,Temperature {NONE},73.4, °C,°C
741,3/10/2021 12:50:02.719,Temperature {NONE},73.4, °C,°C
742,3/10/2021 12:50:03.721,Temperature {NONE},73.4, °C,°C
743,3/10/2021 12:50:04.722,Temperature {NONE},73.5, °C,°C
744,3/10/2021 12:50:05.723,Temperature {NONE},73.5, °C,°C
745,3/10/2021 12:50:06.725,Temperature {NONE},73.4, °C,°C
746,3/10/2021 12:50:07.725,Temperature {NONE},73.4, °C,°C
747,3/10/2021 12:50:08.726,Temperature {NONE},73.4, °C,°C
748,3/10/2021 12:50:09.728,Temperature {NONE},73.4, °C,°C
749,3/10/2021 12:50:10.729,Temperature {NONE},73.3, °C,°C
750,3/10/2021 12:50:11.730,Temperature {NONE},73.3, °C,°C
751,3/10/2021 12:50:12.731,Temperature {NONE},73.2, °C,°C
752,3/10/2021 12:50:13.732,Temperature {NONE},73.2, °C,°C
